"comment_id","author","body","source","channel"
"UgzT8T3PzyjOATm0I814AaABAg","@Mihnea729","Cool !","youtube","dave2d"
"UgwQ1aplsa_gOttEldR4AaABAg","@Rodrifuuu","I just want a small phone. Please.","youtube","dave2d"
"Ugy2VMJ4uVvQS1r-63B4AaABAg","@Admiralfeb","Linus pulling a Star Trek TOS-era communicator flip out. It's all in the wrist, lol","youtube","dave2d"
"UgzfnMYXLy25vaZ4OUh4AaABAg","@JoshuaMichail0","One of the most important questions I can think of is this. How easy is it to fling open and can you easily set the tricorder sound effect from Star Trek the Original Series?

@ 1:30 It's mind boggling that the Anker 45w charger was faster to completion than the Apple 96w charger. How bad must Apple be if they can have nearly double the wattage and still charge it slower?

@4:31 In Samsung's defense, with One UI 7 you can change the setting so that notifications and quick settings are on one swipe-down panel and so you don't need to target a specific corner for one or the other. It's an option, since you can change it back in settings.","youtube","dave2d"
"UgxdwehYRgTXrNGKyGZ4AaABAg","@brickmcwheatley1290","No inclusion of the razr +? Any particular reason for the missing middle of the pack option?","youtube","dave2d"
"UgzXBx59FS26afXLMQx4AaABAg","@brickmcwheatley1290","Camera resolution is incorrect for the ultra. Its 50MP and 50MP. Ultra has WiFi 7. Source : GSMARENA","youtube","dave2d"
"UgyEStXr0uJwgcVs2cR4AaABAg","@silentcoyotecreations","I bought it. I love it. Came from the iPhone 12 mini. Ive been on iPhone since the 3GS and im wondering why i didnt make the switch sooner. Android just makes so much more sense to me, and it feels so much faster overall. This phone is fantastic, practical, convenient and snappy as hell. The snapdragon 8 elite makes it feel like an absolute flagship in every application ive used it in. I do however wish that i could remap the AI button to something other than AI related features, and i wish they would improve a few apps for the front screen, mainly Youtube as it can be a bit glitchy at times, especially when switching from the inner screen to the outer using the ""auto transition"" feature, but its still really good with about 90% of the apps ive used on the front. Id also like to see dual screen translation feature similar to the zflip/zfold, and assistant with the damn phone closed, NOT GEMINI, but if you have a galaxy/pixel watch, you dont really have to worry about the latter as you can just use assistant through the watch. Those are a few improvements id really like to see, but otherwise i really love it. 9/10

Edit: spelling as YouTube still doesn't have spell check lol","youtube","dave2d"
"UgxOzvw2xje2nttWKm94AaABAg","@myprofile1301","What watch are you wearing?","youtube","dave2d"
"Ugxu_wTgnlx4XfU_SxB4AaABAg","@RipperTips","Remember apple got rid of the charger in the box everyone got mad than every other major company followed suit","youtube","dave2d"
"UgzMLzQXrhiUszvlP3d4AaABAg","@THDrives1","Love my Razr Ultra! I got the 1TB Rio Red! I did keep my S25 Ultra because I'm a die hard Samsung fan... But I have been using the Razr Ultra for 2 weeks straight and I haven't missed my S25..... I'm kinda sad 😂 I mean the cameras are far from good for anything past 4x zoom or lower light scenarios. But everyday photos with good lighting are honestly phenomenal, and that's 90% of my shooting so I can't complain for the very few instances of wanting more.","youtube","dave2d"
"UgzbH83hpaYigLE41UR4AaABAg","@TheMobileTypist","PLEASE get a Clicks keyboard case for this phone","youtube","dave2d"
"UgznzQ_yN9sv5JUugCl4AaABAg","@bobsimmons1470","$1300?!?!
PASS","youtube","dave2d"
"UgxE3w1jLdRxKeHQoY94AaABAg","@RadicalSpikee","""Very settle crease, you can definitely see it"". Please decide!","youtube","dave2d"
"Ugw-i0s1q_wcs5xUQMR4AaABAg","@rohiniramanchakrabarti5282","Omg my husband wanted us to get new phones. I didn't really want to give up my iphone 7Plus. But my husband kept saying if i don't like my new phone i can go back to my iphone 7 plus. Like who gives up an iphone 7 plus? First of all i didnt know that free nights and weekends are no longer offered in AT&T Cellular phone packages. Now i can talk all day and night and it doesn't disturb my bucket of talk minutes. I also didnt know that i can surf on the world wide web like i do on my Packard Bell Executive S618.  I have had my phone for 3 days and about 14 hours left going into day 4. This phone has me in SHOCK youtube commeters. I can press a button and KAAAAAAABOOM!! Music starts to play. I can press another button and POW WOW!! The camera pops up. And i know you all may not know this next feature... but i can say, Hey Mercedes... wait i got confused and a bit ahead of myself. Oh i remeber now... I say hey google and i can ask a question and it will reply. WHAAT?? Are you freaking kidding me!!? This option isn't even available on my motorla brovo express beeper. I absolutely love my little gidget aka my motorola smart flipping phone plus it has additional ultra features. I told my great grandson for my 85th birthday i want a betty boop case. I'm going to be so stylish when i go play bingo after my good friend Martha's funeral next week Wednesday. I think i can film her funeral using my new phone,  and then i can post it on my tiktok shop. Bottom line my YouTubers, go get this phone 🤳 📱 NOW! Give yourself a treat that you deserve. I am flipping out over this phone.","youtube","dave2d"
"UgypROik2L7NzBHdhDp4AaABAg","@cw4623","What's the point of a folding phone when even when folded it doesn't save space????? It's still thick and WIDE. 

It should be 59-75% as wide as it is. Pointless design.","youtube","dave2d"
"UgwtbezBPNGJ7bZL8qB4AaABAg","@elizabeth3280","Still got my phone 2022 edition and it has the desktop mode...satisfying device 3 yrs later","youtube","dave2d"
"Ugz8MqaVglJqSzsD7xt4AaABAg","@petersiska9939","what a crap that u are revealing here .....................","youtube","dave2d"
"Ugz8G3lLvRKjlmY9wSx4AaABAg","@robotnikkkk001",".....8 ELITE??FOLDING??

.....WELL,IT'S KIND of NICE IF ONLY IT HAD MICROSD SLOT,though!!AS 512GB not enough!

....FOR what DO I NEED THAT MUCH???8ELITE is FOR GAMING,SO INSTEAD OF GETTING SWITCH,WHY NOT ......BUY A GAMEPAD WITH PHONE COOLING.....AND......HAVE A PERFECT EMULATION EXPERIENCE

.....SO definitely NOT ENOUGH.......","youtube","dave2d"
"UgyxvsdpKN_NcLTIisN4AaABAg","@NathanMilkie1","7:29 | 🤣","youtube","dave2d"
"Ugy9FIXaRsJ2ln2lrGl4AaABAg","@moortu","Honestly, secretlab chairs are not ergonomicat all.
they are racing car seats, racing car seats aren't ergonomic, they are meant to keep a driver safe.","youtube","dave2d"
"UgzYdqBT7iC048d_ARt4AaABAg","@themaskedgamer436","700 bucks? Just get the samsung flip6 2nd hand😅","youtube","dave2d"
"Ugz3r5IUm8FyUZXECy94AaABAg","@ShaqarudenGames","Umm looking on the Telus website it says the Razer 2025 has the Snapdragon 8s Gen 3 not that MediaTek one. International variant???","youtube","dave2d"
"Ugy7vyTUbLl8kpq0v6R4AaABAg","@RichardBirdsall","I have the 2023 Razr, love the performance and the ability to use the external screen like a full phone. Having a 9yo who plays lots of sports, protecting the phone in fold form is gold. It also has a turbo charge feature that is awesome to use when you're in a hurry","youtube","dave2d"
"Ugwf31XVP1D5k-9md0Z4AaABAg","@skipaday162","0:35 Did anyone else notice a little Ryan Reynolds in his voice there?","youtube","dave2d"
"Ugw8Hec4iHCpxV3TedZ4AaABAg","@berndkemmereit8252","I have the Ultra 40 now for 2 years, good I missed my old Moto Razr, and this one is awesome. I have it 2 years now and no issues what so ever. The reason I got it because it fits in the pocket, and the screen outside is 100% functionable for every app. Not that Samsung rubbish, just choose the app and good is, the rest adjust to the screen. Most of the time I don't need to open the phone.","youtube","dave2d"
"Ugw3ivkjJCd_THEEmux4AaABAg","@joshhud","I've had the flip 3/4/5 and now the razr ultra. The hinge on the ultra is trash and I do miss some Samsung specific features but overall it's a crazy food foldable","youtube","dave2d"
"UgymIB4pop248oEd8Yt4AaABAg","@blargleschnartz","Watching this on my old 2021 Moto Power because the phone I had been using started commiting spicy pillow battery
TBH been thinking about getting a new Moto since they're one of the only budged phone options that have 3.5mm aux ports :)","youtube","dave2d"
"UgwbBQGnAl5JS2wmS154AaABAg","@madd.autistic","I'll point out the first thing you missed, inside the box, comes a premium case.","youtube","dave2d"
"UgxlQ_Utmvb7TRfd4u94AaABAg","@Rafluc2010","I have the 2024 ultra version and its amazing","youtube","dave2d"
"UgxcQfBBF95tUhV2HeZ4AaABAg","@pufferzsola69","I always laugh on ppl who do not think that when it is folded, you CAN and SHOULD rotate the phone so you can reach every corner of it. It works :D","youtube","dave2d"
"UgxjVmWTUFLExDg0uBN4AaABAg","@scrabblej","You can get the navigation buttons on the bottom with a Google phone. Just go to display & touch and turn off gestures.","youtube","dave2d"
"Ugwloxjo0aEShUis0eh4AaABAg","@EpisodeAnon27","If they'll have the software updates for a bit longer, then I might get tempted to buy one in the future!","youtube","dave2d"
"UgytX4i0mozrSKW2Adp4AaABAg","@cwill2127","Did yall like pay for the rights to crab rave??","youtube","dave2d"
"Ugzs6BboaKmXGuWneUx4AaABAg","@anic1997","I never realized before how much this guy sounds like Bob the Tomato","youtube","dave2d"
"Ugx_Nt0dSksXESMygBR4AaABAg","@jakeb4823","hit like if you remember Hello Moto 😂","youtube","dave2d"
"UgwUGA-UiRD02Pvfd9p4AaABAg","@Alba_regia75","There are 2 kinds of people buy Motorola phones. Those who just need ""a phone"", and don't care about any stats or specs, they want to use the phone for phone calls and texting and light social media use. 
And then you got people like me, who bought one as a secondary device, it's my backup. I have a pay by the minute - absolute minimal service on it and the phone cost me $200. 
So as far as having these phones (The pro costs over $1200) I don't know exactly who is buying them. Because they will need to settle with 3 years of updates at max and  you are paying a lot of money- as much as any other flag phone out there. If you buy the pro, that means  you have given up on Samsung and Apple or they are vastly more expensive or somehow out of reach or you are mad at them for whatever reason.","youtube","dave2d"
"UgzhAepYHk1RMBDcyL54AaABAg","@lolindirlink","$699,- AND it has the second screen? And it's all of very decent quality??

Foldables have (almost) matured! 🥳 Looking forward to the double-phonewidth foldables at the sub $1k because they're coming! 😎👌","youtube","dave2d"
"UgxYy-BC7hlMrzuVa-t4AaABAg","@arturoemilio6469","Save your money and buy the 2024 version. You are welcome.","youtube","dave2d"
"UgytOHm_5sZs0xMpB9p4AaABAg","@evanschulz7375","I had the OG Droid with the slide out keyboard. Razr flip phones before that. I had a few other motos after that. They used to make great phones.","youtube","dave2d"
"Ugw91d1Q66Lyd3902LV4AaABAg","@mikerzisu9508","Not sure why anyone would ever go for this when the z flip exists","youtube","dave2d"
"UgwLP_smKlH0iUq-Vdx4AaABAg","@Adam-s_YouTube_Account","You should take a look at the Clicks keyboard for Razr! I have had mine for a week now and I absolutely love it. It has had a few bugs but in general it works exactly how I want it to and completely changes the phone","youtube","dave2d"
"UgxMz8I0O_Qy79f4G8l4AaABAg","@Tim_Hero_1","When will he learn that he can change the Notificationbar back to the old ""all in one"" Style, if he wants?","youtube","dave2d"
"UgwYsOQVcLk83iBCqxZ4AaABAg","@delicrux","only problem i have with my razr 2024 flip is there is no way to add am/pm to the clock on the notification bar, sounds trivial but is incredibly annoying as i work strange hours and sometimes the days blend together.

use to be on there when i bought it but was removed after the first update.","youtube","dave2d"
"UgzZDK73zsggJabbLHh4AaABAg","@jaredsinn8842","Can we employ the help of LTT get DBrand Cases for Motorola Phones?","youtube","dave2d"
"UgzmMBCU3agigMsPBm94AaABAg","@JosephCatrambone","The idea that they have a proprietary USB-C connector fills me with rage. It's _universal_ and having some silly hardware lock feels staggeringly idiotic and anti-consumer.","youtube","dave2d"
"Ugz9DvfksCLpnpP6VnF4AaABAg","@mixswist","A option to choose is nice but back button should be on the left","youtube","dave2d"
"UgwUmU3iFDIlp4MtRpV4AaABAg","@BrianOrEric","I was into it until the unchangeable AI button. Try again Motorola","youtube","dave2d"
"UgzS43Itl964Vr21QsJ4AaABAg","@lilsand.","HELLO MOTO","youtube","dave2d"
"UgzI8Y8bXNdcNpAl2nR4AaABAg","@mayanksh3khar","I bought the Razr 2023+ (razr 40 ultra, in India). Dropped it once from my lap(knee height) with the flip open, the screen broke and it cost me ~ 40000 INR/ 450+ USD to repair. Foldables are not durable, don't buy them. Razr 2025 ultra (60 ultra in India) has the same level of durability as well. This Indian YouTuber (Trakin tech) did a drop test (black)m didn't turn on the screen and continued to use another phone (red) - https://www.youtube.com/watch?v=s-mF9C1Ns_s&t=210s . This misinformation was what led me to buy the phone, hate that YouTuber now because I lost my hard earned money because of his deceit. I'd love to see LTT dare to do drop test on all foldables and shine the truth on their durability. It will make a great video.","youtube","dave2d"
"UgztaRtW7rG_AbjFtbt4AaABAg","@keithjohnson3883","I've been using my Razor plus 2023, I believe I purchased it in 2022, 
No problems with the folding screen just takes a little bit of care, you don't slam it 
Do not dry wipe it !! 
Just wiped it off with a damp paper TOWEL and a little drop of Windex occasionally.
To quickly fold it, slip it in your pocket and go about your business and not have to worry about bending over and **** dialing, For me a senior citizen this is a game changer.
 I  DON'T  use a fast charger, The battery heat up too much,
 Excessive heating Is a battery killer!.
I rather slow charge it even if it takes 45 minutes or more, no problem, I leave it plugged in at night sitting on my night Stand..
My battery capacity is still showing 95%, I use mostly for Internet access","youtube","dave2d"
"UgxDojc8a4xEF_qe-iJ4AaABAg","@PhoenixOfJustice2625","Why sell a phone for a high price if they are not going to include the charging block too? Im tired of greedy companies doing that. Not worth it.","youtube","dave2d"
"UgwMYjmG2wgdkuuppVh4AaABAg","@delvercetti8930","I got the 2024 basic model on sale a month and a half ago for just 200$ through Straight Talk. So far, it's been pretty nice, and a tremendous improvement from their previous phones.","youtube","dave2d"
"UgxUB9aAPsNnB2U-4NB4AaABAg","@fall-of-rome","imo the mediatek variant is more than powerful enough, that phone would blow a 20 y/o workstation out of the water in a lot of cases.","youtube","dave2d"
"Ugx3ZhWaIp8vL32WLyF4AaABAg","@Rakumei672","Knowing as much as I do about the Z Flip, watching Linus fling them open and shut like that made me wince SO hard.","youtube","dave2d"
"Ugzsb_XT5giuTnXxekV4AaABAg","@Makumaku_92","It's a bummer you have to buy the more powerful version if you don't care about performance at all but because that's the one with the better battery life and better photos :/ I need a cheap but super efficient SoC and only care about the better cat pics I'm gonna take of my angel, really I'm not gonna game on a phone when I have the Steam Deck and there are so many handhelds options for everyone now
Obviously if price was not such a problem just go with that Razr Ultra even if you don't game, but in a world where you can barely afford kids' birthdays and school trips after paying your rent/food/bills... I wonder who are the kind of people who buy 1000+$ phones","youtube","dave2d"
"UgwoZshOpmg2-Uy9VVB4AaABAg","@DbotOnSteam","Watchibg this on my 2024v Motorola Razr plus","youtube","dave2d"
"UgxqL17jHJkTya2D7214AaABAg","@jamaludeenibrahim1123","This phones are over price .","youtube","dave2d"
"Ugy6sRjEu7xB47PFE0x4AaABAg","@NGEvangeliman","If i didn't already have a fold 6 I'd probably get one of these razers","youtube","dave2d"
"UgzfFK4GLem7o8z2U1F4AaABAg","@_Talik","0:58 Brit here. i got a razr 50 ultra (plus 2024 for the americans) and it came with shitloads of stuff. a case, neckstrap, even a charger powerful enough to charge my surface book.","youtube","dave2d"
"Ugyy1lbSF7RbCxcW7G14AaABAg","@danmar007","Why? My best phone was the RAZR.","youtube","dave2d"
"Ugz8ygv_ppMQB8gBKXl4AaABAg","@Michael-c3h3g","This guy🙄🙄🙄","youtube","dave2d"
"Ugyzmjji3bEPSIRZpxN4AaABAg","@Antivirus-uk3rx","I do not want my phone listening to me!","youtube","dave2d"
"UgxuxA1t2zcWamuXIP14AaABAg","@adrianio1000","About the fast charging: Motorola had super fast charging speeds before anyone else, and before those speeds were even in the usb pd standard so they used a non standard 6.25A, higher than any pd chargers are capable of.","youtube","dave2d"
"UgwZP4sRhxxUMuuCRqN4AaABAg","@zorphias0","I wonder if Linus still gets carded at the liquor store","youtube","dave2d"
"Ugx9W3P6eRaFYX8SJup4AaABAg","@kirbeypuff","Watching on the razr +2025","youtube","dave2d"
"UgzXKhw6NHU2t490v8N4AaABAg","@NiksHobbys","I've got the 24 plus model and it's been super durable and great to use. Definitely will re investigate when the 26 comes out.","youtube","dave2d"
"UgyzqS8vx0TxVh8SjwN4AaABAg","@kotztotz3530","I wonder if Apple is ever gonna have a foldable phone","youtube","dave2d"
"Ugy0NZGv7Mq5KL3aUTR4AaABAg","@Damarthedruid","Even if you somehow miraculously managed to make the phone SURVIVE 3 years (which I don't know has EVER happened with a folding smartphone) even then, the processor would be outdated and the battery would be on its last legs. So, who cares if you stop receiving updates after 3 years.","youtube","dave2d"
"Ugxx45S9cgB9VPJE4Ft4AaABAg","@alibaimani1341","5:01  That screen dimming is not the display's issue; it's not an issue at all. You can basically have different brightness on YouTube when in full screen mode and the default mode. Just swipe up or down from the left side of the screen while on full screen.","youtube","dave2d"
"Ugw0F8ZTeY6FDOn6q8F4AaABAg","@HA05GER","Need to try the edge 50 ultra, that's the phone I have. It's a good phone and the first phone to have a pantone approved screen and camera. My second Motorola phone well in this century anyway and i love it. Was an iphone fanboy and gave Huawei a chance, had a few of them and then a one plus 🤢 buggy as hell and then Motorola's and imo the best.","youtube","dave2d"
"UgxF9VZaPTxbKOAY5AB4AaABAg","@TrizzyToasted","My moto edge 2022 was literally the best budget phone that no one talked about, 512g, octa core snap 685, with SD slot to 1 TB, not a Samsung, consistent updates on software ❤ to this day. Lastest update was last month idk how long ill get updates tho, also that brigher for a few seconds thing is a bug i get on my Motorola as well.","youtube","dave2d"
"UgxWjwkbA6zEcXvS34l4AaABAg","@Fireball_Wx","So I usually don't comment on things, but I've been running a 2024 RAZR for quite a while now and I will have to say in the durability of it has been a tank. I am a mechanic so I'm always grabbing my phone with dirty hands, and in not a clean environment and the interior screen has been flawless. Like super surprising to me because I've put scratches in slab phones easier but that might come down to keys and whatnot. The outerscreen does have some scratches now, but nothing I can't live with. I don't have any micro cracks in the screen at the fold or anything.  It has also been dropped both open and closed and it's doing good. Everyonce in a while, it will kind of get dumb for a second and not pull up the system UI but it's pretty rare. I've owned a first gen RAZR and a fold 3 got this one after the interior screen of the fold finally died after a drop. I got mine on sale for 500 which was a sweet price point for it. So if anybody is hesitant on the reliability i wouldn't be too worried about them at this point.","youtube","dave2d"
"UgxFRUacx7zRIHDTXwl4AaABAg","@EragoEntertainment","Motorola makes solid low and midrange phones.

My G84 is great. Very satisfying phone for the low price and thanks to 12GB RAM I can run local AI models (very slow, but it can) and I can run Wine to play older PC games (at only like 20fps though).

But it has the SD card slot and 3.5mm jack I don't want to miss.","youtube","dave2d"
"Ugw5mAA-VqSubTer3pJ4AaABAg","@mindliberator3529","My RAZR Ultra 2024 screen broke after just 7 months. I took care of it more than any other phone i ever had. Still broke by itself. And ther eis no replacement screen, you replace the whole housing. Not worth it. Bought an S24 Ultra and didnt look back. I miss the form factor, but its just too fragile.","youtube","dave2d"
"UgyCE2JYRCfrCC4jC6B4AaABAg","@ctmoviecars","ended up going to the pixel. lot of issues with razr 2023 but im sure these ones are better. screen broke twice in 6 months.","youtube","dave2d"
"Ugysv-Ko9uNMplLop8F4AaABAg","@jasona8396","My problem with Motorola phones has always been that they don't support them well. 
That's why I stick with Samsung.","youtube","dave2d"
"UgzBNxwaA90HUXqrV4x4AaABAg","@kittybrowneye3163","I'm 7 and a half inches 😂 I win","youtube","dave2d"
"UgzT90o4LxiW0QKixBl4AaABAg","@eaae8332","Review Xiaomi phones??","youtube","dave2d"
"Ugx7r4XCqfPG5BgT1Rl4AaABAg","@Spinelli__","The smaller size of the non-Ultra means it's better by default.","youtube","dave2d"
"Ugzg5J3UEDmLm04fh1N4AaABAg","@aerodime7881","so many times i consdiered buying this but just didnt lol","youtube","dave2d"
"UgyA2gaMmwGxdn4oQY54AaABAg","@certified_proffesional","I’ve got an ultra and I love it. Most of these complaints are nitpicks and you will not be missing anything. It’s my second device and the size and convenience is making me want to make it my main","youtube","dave2d"
"UgxIsi9aHKoowvFZxoF4AaABAg","@certified_proffesional","I’ve got an ultra and I love it. Most of these complaints are nitpicks and you will not be missing anything. It’s my second device and the size and convenience is making me want to make it my main","youtube","dave2d"
"Ugw4o__R0hOgEI5Qofl4AaABAg","@derekdmonkey9951","2:58 6.9 is nothing but 69 with added protection 😭","youtube","dave2d"
"UgzGeLc1Z1kmykVi09x4AaABAg","@zapa47","2:33 the old motor Xs had high quality leather backing or real wood options. Motorola has been about it for a while.","youtube","dave2d"
"Ugz8I6wATmLXl8urxcx4AaABAg","@willzlife_yt","Are you sure the Ultra is only Wi-Fi 6E? My 2024 model is literally connected to my network via Wi-Fi 7 right now.","youtube","dave2d"
"UgzzHLrgAZt7EXe7Sv14AaABAg","@demonoising","Funny thing is that some cheaper Motorola phones include the 68w charger.","youtube","dave2d"
"UgzwUwnyj3t_I90yRjN4AaABAg","@AussalBurn","10:42 damn props to your editors and/or cameras for hiding your pores and beard hair. i wasnt ready for 45 year old linus. LOL","youtube","dave2d"
"UgxvSNMFhyK7ZL6KTc54AaABAg","@gashnal","i got the non ultra and have been pretty satisfied with it. it was better than my old phone and solved a problem for me. Pocket feel. I hate how big phones are i hate having bulky things in my pocket. this thing folds in half and is far less intrusive. Also i got for 50% off so i only paid 300 for it.","youtube","dave2d"
"Ugw2kLvZwoC16MtiUEx4AaABAg","@jakey20022","Get the Razr 2025 over the Razr 25 plus .","youtube","dave2d"
"Ugym0dxwNPPmia2gaDB4AaABAg","@gametime2473","The Motorola gestures to get fast access to the camera and flashlight are so useful.  I can't get my Samsung to do it right even with the several gesture apps I have tried.","youtube","dave2d"
"UgzgXKP_o882KD1Sz1Z4AaABAg","@boskomilovic","I cant belive that my razr 50 ultra is ruind by sand after 6 mont and Motorola is not helping me at all","youtube","dave2d"
"UgwUTG6B7kOpsPfBt-V4AaABAg","@BurntFaceMan","Still having a plastic screen basically ruins all flip phones for me. If I have to put a screen protector on (or 2 pieces of a screen protector) just to use the phone nicely, then its a waste of time. 
Years on now and they've not even changed that why do they bother.","youtube","dave2d"
"UgzPjaduxvxzJ4D_BzZ4AaABAg","@branwenwashere","How many of us are using a cellphone charger from like 2012, Sure I do use wireless as well but I have not gotten a power brick with a phone since I think my galaxy s9+, Possibly even my lg g5 lmao","youtube","dave2d"
"UgyoRxSn082VvJ98d0V4AaABAg","@TachyonPowered","For the outer screen on any app you just swipe up from the bottom, to access recently used apps, and theres an option to make any app resized so that the cameras dont get in the way. Surprised he missed the feature, its not hard to see.
Lile for spotify i want it full screen, and for messaging i want it cropped. And it saves your choice for each app","youtube","dave2d"
"UgyuWf_GBYhbOdbEA5N4AaABAg","@DavidHar","Motorola is supplying weapon components, military communications systems and military surveillance systems to the terrorist organisation IDF. Don't buy from them.","youtube","dave2d"
"UgwOgyGXfDrQVJISAtF4AaABAg","@treetolber-32","I have the 2024 Ultra and I love it. You can use about 80%-90% of the phone's functions and apps without flipping it open. Making it an easy to use half size square pocket phone.","youtube","dave2d"
"UgxzIi9FrtIUFGlKe954AaABAg","@Elvis_Pond5","You are watching YouTube or whatever while in the bathtub or shower and accidentally receive a facetime call 😮","youtube","dave2d"
"Ugw0V1awrC-boFxu8-94AaABAg","@LamoidZombieDog","You make Backpacks and you don't know what Ballistic Nylon is","youtube","dave2d"
"Ugxe8_O49F_p_JcQw1N4AaABAg","@ArmadilloNinja360","No good. You gonna buy this over the new samsung flip 7? No way.","youtube","dave2d"
"Ugyvlzz4DcDRe5TfZEJ4AaABAg","@bluej511","I love that they refuse to give you a charging brick (like we're all supposed to have the perfect one), but they keep including USB C cables like we all don't have dozens of em sitting in a drawer lol.","youtube","dave2d"
"UgwF_cVTAMEUWIR8Whd4AaABAg","@kozykamii","I have a Razr 25 and its dope!","youtube","dave2d"
"UgwFWvjoJ0d5LqwCTcl4AaABAg","@c.alucard6352","Moto has been killing it. I prefer them over Samsung.","youtube","dave2d"
"UgwLSKTpKjGLBS0dwJR4AaABAg","@bogdantucu5108","Motorola offers a better value IMHO. I got the Edge 50 Ultra. It has 1TB of freaking storage. Telephoto 3x camera with a 50MP sensor, it takes better pictures than my old Huawei P40 Pro with 5x optical zoom. Desktop mode, Smart Connect. I use all of them and they make an overall great experience","youtube","dave2d"
"Ugwo2iXEPj4udWtcZcR4AaABAg","@justSunny7","Watching this on my 3 yr old Motorola","youtube","dave2d"
"UgyYK1yTsOEEPISGZB14AaABAg","@leeuniverse","I have the Samsung Flip and I love it... basic user, but it's GREAT.  Although, one of the last Android updates they changed some ""designs"" of Icons, the Clock, Charge Indicator etc. and they are TERRIBLE designs.  The originals were FAR better.  A mor was clearly in charge of this.","youtube","dave2d"
"UgwLJOv5LS9M8faiGRx4AaABAg","@aivv6062","only 3 years of updates is a deal-breaker","youtube","dave2d"
"UgxHYn_9qA5n6ufrXrt4AaABAg","@TeKKtronics","dang, Linus saying Hawai'i was interesting xD seems like someone has gotten scolded on its pronunciation xD","youtube","dave2d"
"Ugx2PJeZ2pd6mHIYrFp4AaABAg","@mmjmjmjjm","They break easy","youtube","dave2d"
"UgzZfpUkmDzRTzktXCJ4AaABAg","@anthonylipke7754","But does it have a tricorder theme?","youtube","dave2d"
"UgxZpEhvALSw22thcx54AaABAg","@mastvideos6298","I can't believe youtube still promoting this dude","youtube","dave2d"
"UgwQyB6MhdJoEPLMBdl4AaABAg","@aaryaatluri9407","Linus you should really try out the Gemini. It’s insane and 100% should be its own button","youtube","dave2d"
"UgwtptwkKdj8aDyqS0h4AaABAg","@loitersquadX","Depending on the next pixel. I may buy the ultra and keep it as my only phone. I, using the base flip and its good","youtube","dave2d"
"Ugymju1__jyBbHN7_jx4AaABAg","@dariancopeland9124","Ive had three of these phones in the past 4 months the first one the screen failed, the second one the touch screen stopped working and the third one the touch screen stopped working and the screen failed. There are pieces of crap.","youtube","dave2d"
"Ugz9dNWL2ymDC_f8sB94AaABAg","@Cobb","I like the wood backing","youtube","dave2d"
"UgwIN2udVoZiGDu-pTF4AaABAg","@vmr_1997","ehhh 3 years of updates is fine, who keeps a phone for longer than four years nowadays?","youtube","dave2d"
"UgzJgDC2NAJU4Yc9tVV4AaABAg","@Zippy_Zolton","I have the 2023 moto g stylus and it's a really good daily to this day on a low-mid budget","youtube","dave2d"
"UgxfITthx6ROYMcnTb54AaABAg","@brenfang12","I woukd be interested in one of these but the software update is a deal breaker.","youtube","dave2d"
"UgzEQkIme9Z2YrAGIvN4AaABAg","@eliasneuman932","1:55 Now that ai is so much more reliable, I re-enabled the Bixby button on my s22. I just use it to set up timers, but hey.","youtube","dave2d"
"UgyLXNc_0DXgLnpa6kd4AaABAg","@bradygorman6510","Fix the crease then maybe we’ll talk","youtube","dave2d"
"UgyXqeY1UjOMfGigTEh4AaABAg","@undermoonlightglow","I'm waiting for Apple's fold iPhone😊.","youtube","dave2d"
"UgzTwpnXb47uS1uje6R4AaABAg","@Netkous","Across the ocean we can buy Xiaomi with 120W charging 😂","youtube","dave2d"
"UgxiiSMEVrbhNV8sdD14AaABAg","@thomaswalton1978","Me my wife and my mother got one at the same time it was great for the first month then started getting hot and freezing often and after 90 days each of our screens started to go","youtube","dave2d"
"Ugze2NPydhuZqYz15bR4AaABAg","@hnasheralneam","I got the folding razr 2023 free with a phone plan, and it's a bit slow. Also the plastic screen scratches like super easily. And it needs to be kept very far away from any sort of dirt or dust (I accidently dropped it once into some dust, and it made some very scary scratching sounds). It's a good phone (it does all the phone things) but a non-folding phone would probably be better.","youtube","dave2d"
"UgwimWpFf7w8E_jh5fR4AaABAg","@firecat10212","i feel like reviewers have been glazing moto a bit much recently      they are improving with hardware but software does not get many years of updates       ive had a moto edge for years, and a different moto before that, i hated the software experience      idk if its still like this hut there was no dedicated gallery app so you had to use google photos which was evil      and the cameras sucked","youtube","dave2d"
"Ugx2UgPmSkYxIqI-s-d4AaABAg","@Carlostorres2012-5mg","What made me laugh is when I get an ad while I watched this","youtube","dave2d"
"UgyFEcEncSi-A1dK6NZ4AaABAg","@gh0stm0nst3r6","my kids are motorola diehards. i do not understand how","youtube","dave2d"
"Ugw9aN88PPDQCTIqYC14AaABAg","@ReptarKingoftheBrozone","For anyone that has to pull down each individual corner for the settings, you can set it to be like it used to be on android.","youtube","dave2d"
"Ugx9gD4HhunP6G43IqV4AaABAg","@skippe44","I’ll be honest I really like when Linus covers phones","youtube","dave2d"
"Ugzy1Lhjg0y1XxBnpM14AaABAg","@Manophotographer123","Now it is the time for you to do a video that apple is lacking in innovation.❤ Plz.","youtube","dave2d"
