"comment_id","author","body","source","channel"
"UgzxhmgQnKXNZKc6JP14AaABAg","@ric2play","Are there protective cases for these phones??","youtube","mkbhd"
"UgxkpZeCTWqg3Wrid_94AaABAg","@takincareobusiness","I love it but if I buy a Motorola Razr then I want it to look like the old Razr. Too bad they couldn't build around that design.","youtube","mkbhd"
"UgxaZhYX_KmoBbpsrZ14AaABAg","@gilbert928","Just stick a chip in my retina already and screw a solar panel where my bald spot is.","youtube","mkbhd"
"UgwhM3GplFQ9yiwb_T54AaABAg","@WalterSobchack-s8n","Not a fan of giant outside screen, I would rather have a bigger battery and more RAM... Personally, I really want to get a smallaer flip phone, but when a 2023 phone is still way behind my 2020 Note20 Ultra. I can't justify it to myself.","youtube","mkbhd"
"UgzakhTcgmhPPoWUbrB4AaABAg","@DevineAmethystRN","I want it","youtube","mkbhd"
"UgzuRtqsBFBdfcoI6gh4AaABAg","@sus10651","I find Flip more attractive than Fold.","youtube","mkbhd"
"Ugw_g1VuJvpC6tjZbZ94AaABAg","@violettepetals9931","when i started seeing these in commercials, i didn't like them. i loved the original razr from the 2000's but in commercials, the new ones looked really bulky and weren't that impressive. 
after this review, however, i'm considering trying one out the next time i buy a new phone. i love the specs and the one with the functionality on the outside screen is really a game changer 😃","youtube","mkbhd"
"UgyOlHrT22y5bOnHTq94AaABAg","@Mike12mt","Why have flip phone with fragile outter screen?

Kidding aside, it looks fun to play with","youtube","mkbhd"
"UgyrZmtsU3_ppDtY5pN4AaABAg","@4G63Tx","I read a comment on fb: the crease snapped at 5 months old lmao","youtube","mkbhd"
"Ugy7QI5IfD57WPIBI4V4AaABAg","@Moonriverave007","This is what I wanted!! Maximum use for my small hands 🎉 I do wonder how the camera compares to folding phones 🤔","youtube","mkbhd"
"Ugwaji1LrwGclhJ02WV4AaABAg","@kristyc89","I don't want i folding phone because i want to stop using my phone as much, i want it because it will fit in my pocket unlike all the other phablets we have running around masquerading as phones","youtube","mkbhd"
"UgxEJaI-1ZFUess9eSl4AaABAg","@Robmanluttz97","Is the camera good??","youtube","mkbhd"
"UgxdQp9u92BtZsSOsW94AaABAg","@kc0jqz","You didn't mention the memory size nor if you can increase memory with microSD card","youtube","mkbhd"
"UgyQ2bnJidUNIDYRQ5x4AaABAg","@hansdampf6916","Pity. I loved the retro look. Gonna have to wait till they bring it back.","youtube","mkbhd"
"UgyHbSz9PM0igUaR2Lt4AaABAg","@alcylon","you dont know what people want unless youre talking about biased Iphone rewiev","youtube","mkbhd"
"Ugzw_R0ExuAdwSqH1VZ4AaABAg","@Tjambeey","wats de product ode year: '23 Ithinks RAZR+ or H2 depending on de cost demanded nd from my pocket","youtube","mkbhd"
"UgyDncHV2OA97zPs_Wl4AaABAg","@Hanaronxd","I think that folding smartphones are the future. Its just so much utility and also more healthy. Cant wait for future improvements. If google was to make a phone in this form factor, id actually consider buying.","youtube","mkbhd"
"UgyVUTGhka1pmaEdFQR4AaABAg","@yukmouth2009","I got this back in June and I love it","youtube","mkbhd"
"UgythRb83nymhSmpb7Z4AaABAg","@theanomity3185","Not gonna lie, tht phone look sleek","youtube","mkbhd"
"UgwZEpfvcE6HTAJqL_d4AaABAg","@deniseshephard3347","I have always been in awe of what Razor can do and achieve they have always been  in a class of their own","youtube","mkbhd"
"Ugz42yXjedky0qeIx6R4AaABAg","@dislikebutton1718","is that a bauer keyboard with GMK 8008 that i see on your desk?!?!??!?!","youtube","mkbhd"
"UgwthBiirW_WHeNEB9p4AaABAg","@piadas804","8+ gen 1 is definitely flagship, just some months late","youtube","mkbhd"
"Ugy388O9lltw2R_fu2R4AaABAg","@xanthos.-988","The best of all","youtube","mkbhd"
"Ugzqiq0Gsh1sfbJZ8KB4AaABAg","@runwayakitas","I’m strapped to iPhone.  All my music and pictures.  I’d lose them, right.","youtube","mkbhd"
"Ugxcnu2hSIDJlVk_f7d4AaABAg","@kimjah758","I like but I need a $100 version","youtube","mkbhd"
"Ugz_vsV6zfzjmes-tZ54AaABAg","@raishaarke","Motorola👍","youtube","mkbhd"
"UgzkrGAM77grAVS98hB4AaABAg","@johnny5ramos","For the algo","youtube","mkbhd"
"Ugyc4ucmtwYyW-st3BV4AaABAg","@justincardiel2101","I just bought one from t-mobile.  I'm waiting for it in the mail.  It's really $1000 but I got payments of $41 per month.  I'm looking forward to it.","youtube","mkbhd"
"UgxbZnOEOmWuWmLnNsZ4AaABAg","@LaSolipop","I am now so confused – is this the ultra 40 whatever is that yet another razr? (Sorry, I'm just genuinely struggling xD)","youtube","mkbhd"
"UgzXVPPIw4TxJf41Jlp4AaABAg","@ws1814","I love it ❤.","youtube","mkbhd"
"UgxPKKVZUke79HNBgz54AaABAg","@TheSparrowLooksUp","Motorola has accidentally figured out how to make those folding screens last longer by reducing the actual need to open the phone.","youtube","mkbhd"
"Ugxcoi8XQsg3EVChuhF4AaABAg","@JMrtn01","I love your content Marques but this time I don't agree on this review. I think the Razr Plus 2023 is the best foldable phone out there right now. Samsung ZFlip5's outer display is pixelated and doesnt have a seamless experience like the Razr 2023. Motorola got it right this time and them releasing another version of the phone just gives us more options and freedom to do what we want on our device unlike the Iphone. 😉  ✌️ Peace everyone!!","youtube","mkbhd"
"UgytS5mD2IRGoMEb4qJ4AaABAg","@diogocoelho3450","This title feels like we are married and we need couples therapy. Cool phone though.","youtube","mkbhd"
"UgxvtcN1rToOm7tMQUJ4AaABAg","@jhwblender","I had the Motorola Razr 5G. It would let you open almost any app on the tiny outside screen and I totally used it a lot. Handy for watching YouTube on the go or sending a quick text without having to open the phone. It was just a little too small though. It would squish some elements too much or overlap badly. This new larger outside screen would solve that. Would definitely consider it myself as I heavily used the outside screen.","youtube","mkbhd"
"Ugzt03NrolwMkk9SbrB4AaABAg","@Cakadookie","Weirdly enough I preferred the first Gen look. It had a very ""executive"" feel to it with the Piano black color.","youtube","mkbhd"
"UgzZQROdlncqHFYb-Th4AaABAg","@plopplippityplopyo","Watching this on the cover screen of my flip5","youtube","mkbhd"
"Ugy1xr9NypTZN_r7gKh4AaABAg","@dcee966","If I ever left Apple, this would be the phone I’d buy","youtube","mkbhd"
"Ugx7qhb18AVNELCRo154AaABAg","@mattlewis365","The original smart razr was the best to me all because of that HDMI port it had that was handy handy at that time and still would be","youtube","mkbhd"
"Ugwxwy0o28zfFx-WIJN4AaABAg","@morilla.redwinghunter5623","I really love the new razor plus it is reminiscent of the motorola orange if anybody remembers it but the orange was a sly kit phone and I had so much fun with it when it came out","youtube","mkbhd"
"UgyVnAlOg0-IfZtf38V4AaABAg","@Kickedura","What do you think about the camera?","youtube","mkbhd"
"UgxayVI3MKJVnszclKp4AaABAg","@MDHenry4","I like the smaller one thank you you always get it","youtube","mkbhd"
"Ugxc69JxzP3R_s6R4iB4AaABAg","@aryaanpetersen","Do you donate Cuse my z flip broke","youtube","mkbhd"
"UgyBwkvKw3gdetznR5h4AaABAg","@nancysilver3596","Yes, I want this!  As phones have gotten bigger, they no longer easily fit in my small back pockets and small purses.  Also, I never bought or wanted the watches so this acts like a smartwatch without being glued to my arm.","youtube","mkbhd"
"Ugw7UrpOz8MwqL4AoAl4AaABAg","@Bibia-ro2yi","I got this one and I love it","youtube","mkbhd"
"UgzX53dCibXFcXNYemp4AaABAg","@RandomTask-hf6ek","Beware before purchasing this phone... per Motorola, if anything happens to the screen protector you will have to send the phone to Texas for a 2-5 day turnaround repair time.....
Got Backup?
VERY INCONVENIENT !","youtube","mkbhd"
"UgwWQW9ATq5wiOcs7Lh4AaABAg","@rxonmymind8362","On the one hand if Motorola blocked you from putting so much stuff on the front you would complain.
Now that they let you put anything you want on the front and do anything there is a resistance that I'm getting from you. It's a no-win situation. *Throw my hands up*","youtube","mkbhd"
"UgxAI0DUeQE_oD8sgD94AaABAg","@GtzJasonC","This is exactly what I envisioned when folding phones were being considered. Why wouldn't you want a smaller screen to do something quick rather than accessing the full unfolded display. I am a huge fan of this design!","youtube","mkbhd"
"Ugze3ij6BIFzDCZxIyN4AaABAg","@ChipsA17","The only reason I would buy this foldable over Samsung is because of the ip rating. Until foldable have the water and dust resistance of my s22 ultra its a no for me. But they are neat and fun to use. My ultra is just such a beast I can't part with it","youtube","mkbhd"
"UgwZFks6uUhY3jScPa94AaABAg","@jerrogs","Razr+ of Flip5???","youtube","mkbhd"
"UgyWZfDxRe6wowNakeR4AaABAg","@borismakena6327","Does this support app cloning? Something like dual messenger in One UI.
I want to have two WhatsApp accounts on the phone.

Please let me know.

Thanks.","youtube","mkbhd"
"Ugw_0lKekaR3IuZeplh4AaABAg","@pook9688","Your palm is big so can’t really understand the size just by looking 😂 all phones look small in your hand 😂😂😂","youtube","mkbhd"
"UgxSdkVhyOJrsBy9mE54AaABAg","@mrmikeflo11","I’m getting this phone tomorrow. Paying off my Iohone 13 pro plus and getting the new Motorola Razr","youtube","mkbhd"
"UgxENqdorjM0FoUDNox4AaABAg","@m.g_gamer_game226","I don't understand why Motorola doesn't use the best hardware in its Tasso series phones","youtube","mkbhd"
"UgyjgBoU-blI0JIi5v94AaABAg","@haroldspratt6233","This phone is highly magnetic around the screen...
It will attract small metal chips and destroy itself..

My screen bleeding .... 
If you work in a factory
Don't even think about it ..","youtube","mkbhd"
"Ugz2ZJrQjuLzRjoExkx4AaABAg","@ric_diaz75","Going on a month and half with this phone and I love it. My only this I miss is the Samsung music app. Had to download a media player and most of my music will not play on it. Other than that love the phone.","youtube","mkbhd"
"Ugw8fd1QlyTJM70KBU14AaABAg","@xMandalorex","aluminum hinge? and no sd card slot?

NO THANK'S","youtube","mkbhd"
"UgxvbrBiMnFFpSzj3h54AaABAg","@BrianJanssen-qo2yx","How do u put a protective case on it?","youtube","mkbhd"
"Ugy26J-Lr-nr86NaG354AaABAg","@not-aristotle7252","Which color to choose as straight male?","youtube","mkbhd"
"Ugw7R_-6KJ844muj5pt4AaABAg","@mikejames6588","yes.... its best flip phone hands down","youtube","mkbhd"
"UgxplTV00zXzCY7y2Rd4AaABAg","@BMoore215","Grabbed one today for my business work phone. I have the samsung z fold 4, and it kind of put it a shame. Camera way, way better thinner, and looks and feels good.","youtube","mkbhd"
"UgyGy7iasXvnL-1CqbN4AaABAg","@kisspeteristvan","this is the goto format , square when small and big widescreen when open . if they could make the crease disappear i would seriously consider buying one - i'm saying this as a 5years galaxy note S-Ultra user .","youtube","mkbhd"
"UgwcIsxyc3tZBVqn5Rh4AaABAg","@lancelotf.x3619","the back, when flip open it.. my figure was squeezed.. it hurts.. 
and the foldable screen feels solid. dont feel the folding line.. unlike samsung","youtube","mkbhd"
"UgwZqahbkoszIAU9Etp4AaABAg","@newchangeunlisted_viewer5594","Razr made a great desicion with the 1000 dollar plus model
And then the more affordable regular model with a mini display
OPTIONS","youtube","mkbhd"
"Ugw095TSGoNqLNaYy_d4AaABAg","@jason5838","Folded up it looks like a old Motorola pager but more modern, you can make is look like the old flip phone and finally it's a modern smart phone. A nod to 3 Motorola devices, Pager, Mobile phone, smart phone","youtube","mkbhd"
"UgyxrZqx3AQajkxnqW94AaABAg","@lpetflo","Would really love to have a better camera, but uhh this red color is amazing!","youtube","mkbhd"
"UgxnrP8zlPFRD6U0f_54AaABAg","@JohnfromCro7","Motorola is the real deal since the beginning.","youtube","mkbhd"
"UgzlpIu165HW-ZPq9dN4AaABAg","@Yogi_Bear69","Even this ""first look"" is actually a second look because it was in Black Mirror first.","youtube","mkbhd"
"UgxQTGqip7Ru3rwopj54AaABAg","@ozkino4047","Steve Jobs will be disappointed","youtube","mkbhd"
"UgzlWgyN0TpVGUVzw-N4AaABAg","@adiposerex5150","Sounds like swearing: these flipping phones. Anyway, I have one of these and have had a 2019 version too. This one is really nice and fun. I love it.","youtube","mkbhd"
"Ugzb6fmAJi0EIRxRuTZ4AaABAg","@LiFarmde","why not put on each side outside a screen. Then don‘t need to turn it around anymore.","youtube","mkbhd"
"UgxE3iuhLYgtt3_WnCR4AaABAg","@sia645","Give a Comparison between Z Flip 5 and Razr Ultra","youtube","mkbhd"
"UgwH4KZMp-2kXJQIvNR4AaABAg","@CodyHimselfXI","When Apple finally decides to make a flip phone all of the kinks will be worked out and it will probably be the one to get.","youtube","mkbhd"
"UgxSVziVCF1f9dg9Jm14AaABAg","@jt220","Hey Marques! Get video as always! Love the reviews! I was watching it with some coffee shop jazz playing in the background and it went together so well I forgot that I have a tab in the background playing the music!","youtube","mkbhd"
"UgwjEpk34ZdynRX1XAV4AaABAg","@AlextheMLAATRfan","Apple should release the iPhone 15 flip","youtube","mkbhd"
"Ugzl9ibLIHOgqduUwxZ4AaABAg","@shubhamgarg","so motorazr 40 ultra or Samsung Flip 5? Help me decide!","youtube","mkbhd"
"UgxaKam3IpzeQZPMgux4AaABAg","@laurint1","love it the plus model is stunning the cheaper model looks pretty good too","youtube","mkbhd"
"UgxMgshU4CPswbQ_ej54AaABAg","@yvonwheel4943","As strange as it may sound, I am an electric unicyclist and I am going to put this phone on my wrist with an app telling me my speed, battery condition, riding time...etc.  I've been using an Unihertz Jelly, but its screen is not big enough to view my instant riding data. Hopefully this Razr will do a much better job with its much bigger external display.","youtube","mkbhd"
"Ugz1Dvmoe8DySj6OTXJ4AaABAg","@Alanravemin","I really am considering a flip phone like this one… but I know after a while I’ll hate it. 
I’m currently using an iPhone mini and I thought it was great as a compact phone… but nowadays a bigger screen is SO necessary. The question is what don’t you do on a phone? 
I have a desktop computer but I barely use it because my phone is so functional. 
As much as I like the idea of a flip phone, I’ll stick with the bigger ones. :(","youtube","mkbhd"
"Ugwuv3TQKrHJIXR6Sfd4AaABAg","@dotsdot5608","modern phones are actually too big for my hand. just give me the clam on please! 😅 but tbh i only need something that just clams up","youtube","mkbhd"
"UgxidpV-X2jaMVJN2DF4AaABAg","@nunosantos2015","I will buy it ... I hate Samsung for the last 8 years","youtube","mkbhd"
"UgxhWTB_m5s_Pc-a3LJ4AaABAg","@marcelocampbell1679","What is the difference between this phone and the 40 ultra ?","youtube","mkbhd"
"UgwHEX6Dbu8K16Vp7Kh4AaABAg","@d4shka330","nice youtube rewind 2018 reference","youtube","mkbhd"
"UgziVKOdM3k0IhCEIoN4AaABAg","@HelloGoodmorningThankyou","Why is this guy a thing","youtube","mkbhd"
"Ugxa7zzlLKiKBzCpTFh4AaABAg","@jec1986","I have the regular 2025 Razr and absolutely love it. I haven't decided if it's worth upgrading this year or not though. I'm kinda thinking I'm going to hang on to my current phone another year and hopefully I'll see a bigger jump when I do upgrade.","youtube","dave2d"
"UgwIJ3WLnel90ICLzQN4AaABAg","@garden0fstone736","My job just gave me a razr for work the flip is pretty satisfying. Cool to see this tech already advancing to work beater phones lol","youtube","dave2d"
"UgyC_Lyukx3x8ux0xt54AaABAg","@spdcrzy","Just got two...LOL.","youtube","dave2d"
"UgzX3ppzBmTMmG5ODVR4AaABAg","@ibkl2u","Did I miss the part where he recommended it or didn't recommend it?","youtube","dave2d"
"UgzWGXgQ-8CHYn1wM8B4AaABAg","@hassiri","It doesn’t matter how good Motorola makes the phone, I am pretty sure the software team will find a way to make the worst out if it by pushing the most aggressive and annoying notifications in the history of notifications.
Notifications should be called DEMANDS on motorola phones","youtube","dave2d"
"Ugw9QKmWeJKCQgjqu2t4AaABAg","@fastdiecast1095","the razr was the only phone i had like 4 or 5 different times","youtube","dave2d"
"UgxEATCvL1qFCkfVwiN4AaABAg","@Karla_wthaK","So what I’ve learned is that the Ultra would be awesome for me since I’m left-handed 😂","youtube","dave2d"
"UgzYsGfbPvV4Edicr_54AaABAg","@bcm-n7244","These flip phones are beautiful but a gimmick.","youtube","dave2d"
"Ugxr7exTU3sfa0igKMZ4AaABAg","@propm","Well, I just picked up a motorola edge 60 pro, after owning a Huawei P30 pro for 7 years it was a struggle to find a new phone. And allthough I much rather have Pura 70 or 80, its not possible to use banking apps and national payment apps on HarmonyOS (yet that is) But for now I guess the Motorola is enough, it sufficent, and I like the design I just wish they had a diffrent color then gray, according to the store it's an outgoing model and I bought the last one(it was a demo model so I got it for 3500 NOK or in USD about 350 ish). I was surprised when I found out Lenovo had bought Motorola's phone part of the business in 2014.","youtube","dave2d"
"UgwdH9PtAzvjSW13JOp4AaABAg","@genxmark","This is what happens when companies like Apple become too comfortable & complacent.. bravo Moto","youtube","dave2d"
"UgwBdsNzfdYj2jiF75R4AaABAg","@hlovewood5636","I enjoyed the presentation","youtube","dave2d"
"UgxAEprqbYjlUAPk3-h4AaABAg","@Scy-22-00-dogwhisperer","You look just like Jeremiah Watkins from kill tony","youtube","dave2d"
"Ugw-LmWuuLI-xtR967J4AaABAg","@pinnytheziphead","It was a toss-up between this or the pixel 10 for me, ultimately went with the pixel 10 for the better camera. It has a telephoto lens... But every time I see this I'm like damn. That thing is sleek.  It's small enough to actually make sense with a hip holster again, which keeps it away from collecting dust in your pocket.  Having a full size smartphone strapped to your hip just looks ridiculous","youtube","dave2d"
"Ugxk8RuScwtAdax1HGV4AaABAg","@Itsover-r9k","The phone is dog shit.","youtube","dave2d"
"UgyVf80DGMRsJBX4vqB4AaABAg","@SteadyDippN","800 bucks and free moto buds + on Motorola website right now. Hell of a deal.","youtube","dave2d"
"UgytcIQzCGyKWZ0DL-t4AaABAg","@sarge1077","Wonder if you can flip it upside down have camer up and not down will it still work","youtube","dave2d"
"UgzS5WfJyshD1EAKrJl4AaABAg","@jjaym4056","the iphone 13 which is the one I have, also has the speakers at the bottom. You adjust. =)","youtube","dave2d"
"UgzKwSHrdhDy9gClXIF4AaABAg","@banginzaza","4:30 I hate the apple mess too","youtube","dave2d"
"Ugz6ma_iknKTvMMY0BN4AaABAg","@terrancedanley8777","If and ONLY IF Motorola brings back a RUGGED NEXTEL design to these Razors industrial looking hard rugged old school NEXTEL phone infused into the design and implement a NEXTEL APP Motorola isn't going to become relevant much longer! Do something drastic and fast! Bring back the old school meets new technology while Apple is Limping with it's Stuper of the iPhone 17... I have a Pixel 10 Pro but I'd go with a Motorola NEXTEL design Razor!!!! Like Blue Steel Kevlar material Even Durable Rubber something that can mold over the Razor and be called NEXTEL....!!!","youtube","dave2d"
"UgzySMMOVDYCJg8vdLh4AaABAg","@KevinSnowSecondLife","I dont know about everyone else , 7 update ? WHY ? if you but a 2025 phone 7 update 2033 ? WHO really keep a phone for 7 years ? That's like you got a Samsung S10 from 2018 and just got the final update in 2025 . REALLY ? That's a gimmie . @ ShortCircuit , I would like to know if anyone really kept the phone for the whole 7 update ?","youtube","dave2d"
"UgytE_x4-81XpuFp8GV4AaABAg","@drkysauce","I've been using this phone for half a year now. I couldn't be happier with it. It's snappy, charges fast, the screens on both sides have no scuffs even though I'm a welder and work with very iffy environments. My old Motorola Razr 40 broke and I replaced it with the 60 Ultra (2025 ultra) so I have a bit of experience with the older generation as well. It's definitely a huge upgrade. I tried my friend's Samsung foldable phone and it didn't feel nearly as good. Oh and I still have no creases on the screen. If you're on the fence whether or not to buy this, I highly recommend it.","youtube","dave2d"
"UgwOgBS1214TT05FrdB4AaABAg","@ti994apc","I would rather have a physical bezel between the 2 screens.  I don't want to screen crease later on.","youtube","dave2d"
"UgyiLcuXO5ZH3oqPzJF4AaABAg","@EdwardCheek","My OCD would not allow that crease. I do like the back screen.","youtube","dave2d"
"Ugy0LTvxBgvi74hEpm14AaABAg","@KushBeaverPersonal","Bro was so disrespectful to these phones, why even do the video if you gonna be a hater","youtube","dave2d"
"UgwuTfXFN8Iick11ZfF4AaABAg","@DudeNamedRandy","2024 version is superior unfortunately but hopefully next version works out the kinks. Looking forward to the Motorola Razr Fold","youtube","dave2d"
"Ugz4bB4jQW1t0MK5sG14AaABAg","@markboucher5776","I swore that I would never purchase another Motorola device after the experience I had with Motorola and my Moto Z.","youtube","dave2d"
"UgzIT5P5LHZd6_Ocx354AaABAg","@dynamicsmoke","Came for the phone review and stayed for the jokes 🤣","youtube","dave2d"
"Ugyr4nwV7PxRQd3fKMJ4AaABAg","@leaderofapes","the main screen went bad in 4 months. half the screen is not touch sensitive anymore.  apparently it happens all the time to this small phone","youtube","dave2d"
"UgzPAVRcdF0DantA2kJ4AaABAg","@kingwoods222","I currently use my Razr to play top Xbox and steam games through shadow pc! Been wonderful!","youtube","dave2d"
"UgxXgdGXNGN2rpXVn9V4AaABAg","@BlueRaspberry99s","Welp been debating this for a bit. Got used to the Motorola environment over the past year after having a budget 100 dollar Motorola but it's time to upgrade. Definitely not getting the ultra and was weary of the hinge after seeing first gen hinged phones and how terrible they were for durability but shit they look great now","youtube","dave2d"
"UgzsEV9OE7jcggc4YLB4AaABAg","@coolgate7794","I wonder why no one thought of removing the internal camera on flip phones yet.","youtube","dave2d"
"UgyGoixxU6vd2-ByE7F4AaABAg","@matthooper5059","Been playing with the 2025 plus model. I've had it 2 days....I haven't slept in 2 days....send help. Lol. Seriously, I love this thing","youtube","dave2d"
"Ugx2P1M0CTIYOQZEQTZ4AaABAg","@13900","I have the 2024 one I like it so I might like the 2025 one","youtube","dave2d"
"Ugy_pGAQtZVb0TQ1NuF4AaABAg","@muchachogrande2019","I love Linus but dude you're reviewing it like every other phone and making complaints based on things nobody is actually buying this phone for.  Nobody buys the phone to game on. Nobody buys it to use the outside screen to browse the web. Nobody buys it specifically for the camcorder gimmick.

People buy it to have a flagship phone that folds in half and because the razr nostalgia.

Dudes just too disconnected from the channel at this point.","youtube","dave2d"
"Ugy87FuV5ZcZqpMMDYB4AaABAg","@STYLEE-T","CREASES? NOPE!","youtube","dave2d"
"UgzK7tTAg7OiAt46Xgp4AaABAg","@mrbigcat9","My wife loves your ear rings!","youtube","dave2d"
"UgzwQ1jgDTe3VdfF1zp4AaABAg","@okiedokie6977","The old one was better. I paid for the 2025, and 2 months later the center of the screen is green! POS! DO NOT BUY!","youtube","dave2d"
"UgziMMesaxqgLfFOyDp4AaABAg","@alekxt","очередной скам про сильных и независимых","youtube","dave2d"
"UgypwscZ4bvAKYaqhiV4AaABAg","@LaurenGlenn","Your flipping the phone in this video makes me wish they had Shatner do a commercial where he calls Chekov using this phone and flipping it open like on the show.","youtube","dave2d"
"UgyELvp7Ff4KD4XN-MN4AaABAg","@henrypierce8010","I loved my original Razr.   Not sure I want  the re-tread.","youtube","dave2d"
"Ugxj9o9o_4o177tVR2Z4AaABAg","@tjbarke6086","USB-C to USB-C as standard cables drives me insane.","youtube","dave2d"
"UgxhkDwI2rVEbShyOqx4AaABAg","@jverano1298","i love my razr the best phone i ever had even my daily is my iphone 15 pro max my razr is my work phone","youtube","dave2d"
"UgxeyMbNf3A8W9uMorh4AaABAg","@rodneyjust1833","You missed the boat...the 2024 razr plus is a banger, has a tele (2025 doesn't) and it's rated better; PLUS, it's really cheap now ($200 or so used). 

Yes, I can come work for you guys...but I'm expensive, lol 😆","youtube","dave2d"
"Ugy6lwnmW3ffU8dOr0V4AaABAg","@Dblake207","The retro razr u can do is neat on this","youtube","dave2d"
"Ugx-W9H2ePX7Br80Doh4AaABAg","@leiac98","You're condescending... don't care about secret lab","youtube","dave2d"
"Ugzgqw0p2iat6whAllt4AaABAg","@Dblake207","I bought the motorola droid ultra back in 2014 I got the razr 2025 and its the first. Motorola phone I've owned since","youtube","dave2d"
"UgwjVf1YGi4AUyxpowN4AaABAg","@Zeb17gamer","Is it just me or is it really weird whenever you're watching a review for a phone that you're watching on that phone","youtube","dave2d"
"Ugy6sbuEJ85iF1Ds3p54AaABAg","@NoEsLaMari-1997","i am seriously considering this phone i the future. I am over spending $1k+ on phones","youtube","dave2d"
"UgxNQtZR8zmBGllAj8l4AaABAg","@MonaLots","I feel like folding phones like these reminds me of a girl make up like how they try get men to wear purses to but don't call it purses but I still call it a purse.","youtube","dave2d"
"Ugzbdv-u2lN0fgamNnx4AaABAg","@VictorValcarcel","This background music is making me feel stupid... Bye!","youtube","dave2d"
"UgxQfB34xGYpq124X0x4AaABAg","@brettguyer3736","For what u can get this phone for in Dec. 2025 I'd say it's definitely worth it.","youtube","dave2d"
"UgzHuhwjDeqq0HMBg-R4AaABAg","@jason69tx","ShortCircuit between the two which one do you the suggest I have the Motorola razr 2024 but it's time to get another one and I love the razor so between the two which one is better","youtube","dave2d"
"UgyfAd4B70Y231NSzox4AaABAg","@woodstock2918","I bet they based their claimed 4500 nits on that flash of  brightness when rotating the display","youtube","dave2d"
"UgzIDt-3tFuOgBo6URB4AaABAg","@RicShaymin3398","Your voice at 1:06 🤣","youtube","dave2d"
"UgyxtgqCaX8Aww8oqiF4AaABAg","@DeadofWinter321","The fact that some people are still buying the Samsung Flip 7 over this is wild af 😂😭","youtube","dave2d"
"UgyDap2uGdE2m3eT-Wh4AaABAg","@koolkat8639","So what exactly does that mean to the buyer when you say, “there’s only 3 years of provided software updates” ?. Is that a bad thing that should keep buyers away?","youtube","dave2d"
"UgyfYf7TfuYqevFra5B4AaABAg","@kylestimson2551","Second comment about the phones if you have enough storage on your phone there is a way for AI to use the storage that you have left to use it as RAM Anna supports up to like 24 gbs of RAM","youtube","dave2d"
"UgxXiSa_EnRyQXYWgtZ4AaABAg","@kylestimson2551","Okay so the camera bump out thing isn't really as big of an issue as he made it seem if you go into the multi-thread to where you close all your apps out it will allow you to go into a default setting which will stop it from going past the camera so you can use that part of the screen and then you can extend it back to full screen","youtube","dave2d"
"UgzPfRk8elq1tnAbvsF4AaABAg","@terroristatony","Have they fixed the line that forms down the middle. I want it but both razors I've had have that horrible line","youtube","dave2d"
"UgwasZ5iuyJxjGgLejp4AaABAg","@brunosousa1977","The first Motorola cellphone was the Motorola DynaTAC 8000x. A prototype of the device was used to make the first public handheld cellular phone call on April 3, 1973, though the commercial version did not become available until 1984.","youtube","dave2d"
"UgzjtoSiFjakPy6Tii54AaABAg","@christianschmitt2409","What ever happened to writing conclusions?","youtube","dave2d"
"Ugz8JhdMkdRUmCLlinl4AaABAg","@rickym1883","Motorola makes great phones in the 300 dollar range too","youtube","dave2d"
"UgxHaaT23i-YbZa9iWV4AaABAg","@micheli2521","Don't buy a fold/flip phone if you live in the desert.","youtube","dave2d"
"UgzwFP0XCuumJ0b4ksx4AaABAg","@jenniferellis7594","Were you seriously not smart enough to flip it around when the cameras were “in your way” ?!","youtube","dave2d"
"Ugw0F2HebMXVtKRqafd4AaABAg","@Cheka__","Cool phone. It's giving me a real wood.","youtube","dave2d"
"UgzOPx4jSC9AnzvolSR4AaABAg","@andrik78","Maybe if you just focused on the product and stop trying to be funny because you are not this video might be good","youtube","dave2d"
"UgzF8YYMS3MWSPeYHq54AaABAg","@oobi1kanobi926","Wish he would talk about iPhones like this apple haven't did anything new in years","youtube","dave2d"
"Ugwi3v-IpR_O_aaNhoN4AaABAg","@FluffThekitty90","I had the Droid Turbo ballistic nylon edition. It was a great phone.","youtube","dave2d"
"UgzdfoMvG-b0051oMyF4AaABAg","@BI20DI3M4N","Um, both the main camera and ultra wide are 50 megapixel.","youtube","dave2d"
"UgybDoeatjU2uU7Xjjh4AaABAg","@friendscallmej9102","Throwback to 2004! These things used to love breaking in my pocket. Cool to see them brought back.","youtube","dave2d"
"Ugz_zjDPlEAYx3dQ_I54AaABAg","@TexasJuggernaut","What about a case for it? How does that work?","youtube","dave2d"
"UgxYwKx4qGKR3n6id3t4AaABAg","@Moonlight-Dread","I'm watching this video on my razr phone now 😂😂😂","youtube","dave2d"
"Ugy1Pq7O5bUYiZC-h014AaABAg","@MRunar007","https://www.youtube.com/watch?v=iUqy5fDTQcI","youtube","dave2d"
"Ugzf6h06G-4icHKs8Ct4AaABAg","@TarisRedwing","Ive loved flip phones since my very first Razor v3 flip in the early 2000's","youtube","dave2d"
"UgzS0wBcuzUPIPaT4lp4AaABAg","@Wristrocket713","I have the Razr 2024, it looks like I'm not missing out on much with these phones","youtube","dave2d"
